Date,Open,High,Low,Close,Volume,Adj Close
11/20/2015,223.490005,225,213.580002,220.009995,4400700,220.009995
11/23/2015,217.350006,219.179993,214.679993,217.75,2526200,217.75
11/24/2015,215.369995,221,215,218.25,2480300,218.25
11/25/2015,221.339996,230.830002,220.380005,229.639999,3990800,229.639999
11/27/2015,231.059998,232.25,227.009995,231.610001,1949400,231.610001
11/30/2015,231.789993,234.279999,229.080002,230.259995,2659800,230.259995
12/1/2015,231.059998,238,231.050003,237.190002,3734000,237.190002
12/2/2015,237,238.600006,231.229996,231.990005,2981500,231.990005
12/3/2015,235.479996,237.449997,230,232.710007,2939600,232.710007
12/4/2015,232.460007,233.270004,227.660004,230.380005,2573600,230.380005
12/7/2015,227.699997,235.630005,226.149994,231.130005,3144200,231.130005
12/8/2015,227.520004,228.800003,224.199997,226.720001,2687600,226.720001
12/9/2015,226.699997,227.5,220.720001,224.520004,3057800,224.520004
12/10/2015,224.710007,228.490005,223.639999,227.070007,2067000,227.070007
12/11/2015,225.240005,225.75,216.639999,217.020004,3268700,217.020004
12/14/2015,217.509995,220.919998,214.869995,218.580002,2827100,218.580002
12/15/2015,221.820007,222.220001,218,221.089996,2244400,221.089996
12/16/2015,222.100006,234.880005,220.729996,234.509995,5104300,234.509995
12/17/2015,233.940002,237.759995,229.809998,233.389999,3298600,233.389999
12/18/2015,232.889999,235.899994,229.289993,230.460007,3014200,230.460007
12/21/2015,231.690002,235.830002,231.080002,232.559998,1953200,232.559998
12/22/2015,234.990005,236.550003,229.630005,229.949997,1961500,229.949997
12/23/2015,232.179993,233.449997,228.130005,229.699997,1555000,229.699997
12/24/2015,230.559998,231.880005,228.279999,230.570007,708000,230.570007
12/28/2015,231.490005,231.979996,225.539993,228.949997,1901300,228.949997
12/29/2015,230.059998,237.720001,229.550003,237.190002,2406300,237.190002
12/30/2015,236.600006,243.630005,235.669998,238.089996,3697900,238.089996
12/31/2015,238.509995,243.449997,238.369995,240.009995,2683200,240.009995
1/4/2016,230.720001,231.380005,219,223.410004,6827100,223.410004
1/5/2016,226.360001,226.889999,220,223.429993,3186800,223.429993
1/6/2016,220,220.050003,215.979996,219.039993,3779100,219.039993
1/7/2016,214.190002,218.440002,213.669998,215.649994,3554300,215.649994
1/8/2016,217.860001,220.440002,210.770004,211,3628100,211
1/11/2016,214.009995,214.449997,203,207.850006,4091400,207.850006
1/12/2016,211.600006,213.740005,205.309998,209.970001,3091900,209.970001
1/13/2016,212.009995,212.649994,200,200.309998,4126400,200.309998
1/14/2016,202.210007,210,193.380005,206.179993,6490700,206.179993
1/15/2016,198.970001,205.070007,197.25,204.990005,5322200,204.990005
1/19/2016,208.710007,210.470001,200.779999,204.720001,4038700,204.720001
1/20/2016,199.399994,201.279999,191.25,198.699997,5838600,198.699997
1/21/2016,201.550003,203.229996,195.020004,199.970001,3166200,199.970001
1/22/2016,204.800003,205.5,199.029999,202.550003,3124100,202.550003
1/25/2016,200.059998,203.570007,195.880005,196.380005,2698700,196.380005
1/26/2016,196.699997,197.820007,188.880005,193.559998,4964200,193.559998
1/27/2016,192.380005,193.259995,185.770004,188.070007,3617200,188.070007
1/28/2016,190.789993,191.279999,182.410004,189.699997,4592800,189.699997
1/29/2016,189.949997,193.740005,188.080002,191.199997,2852300,191.199997
2/1/2016,188.759995,199.520004,182.75,196.940002,5297600,196.940002
2/2/2016,192.419998,193.119995,180.229996,182.779999,5773600,182.779999
2/3/2016,183.589996,183.940002,170.179993,173.479996,7931400,173.479996
2/4/2016,170.699997,175.979996,166.990005,175.330002,4385400,175.330002
2/5/2016,171.300003,173,157.740005,162.600006,9437600,162.600006
2/8/2016,157.100006,157.149994,146,147.990005,9313000,147.990005
2/9/2016,142.320007,159.789993,141.050003,148.25,8651600,148.25
2/10/2016,150.5,154.970001,141.740005,143.669998,10406500,143.669998
2/11/2016,152,163.259995,147,150.470001,14252400,150.470001
2/12/2016,155,157.009995,143.699997,151.039993,7235800,151.039993
2/16/2016,158.699997,162.949997,154.110001,155.169998,5593800,155.169998
2/17/2016,159,169.339996,156.679993,168.679993,5825200,168.679993
2/18/2016,172.419998,172.949997,164.770004,166.770004,3887600,166.770004
2/19/2016,163.660004,167.490005,162.5,166.580002,2959400,166.580002
2/22/2016,170.119995,178.910004,169.850006,177.740005,5060100,177.740005
2/23/2016,176.160004,181.729996,173.679993,177.210007,5984400,177.210007
2/24/2016,172.75,179.5,167.839996,179,5395600,179
2/25/2016,178.649994,188.520004,175.199997,187.429993,5750700,187.429993
2/26/2016,188.699997,192,185,190.339996,6065100,190.339996
2/29/2016,192.399994,196.350006,189.220001,191.929993,4499000,191.929993
3/1/2016,194.25,195.949997,182.699997,186.350006,6712200,186.350006
3/2/2016,183.729996,188.520004,181.5,188.339996,4862400,188.339996
3/3/2016,188.279999,197.419998,184.220001,195.740005,4829000,195.740005
3/4/2016,198,204.029999,197.5,201.039993,6489100,201.039993
3/7/2016,197.679993,209.699997,197.399994,205.289993,5329400,205.289993
3/8/2016,203.5,207.5,202.199997,202.600006,4178700,202.600006
3/9/2016,204.520004,209.369995,202.789993,208.720001,3208600,208.720001
3/10/2016,210,213.289993,200.669998,205.179993,5192500,205.179993
3/11/2016,207.929993,209.419998,205.330002,207.5,3343100,207.5
3/14/2016,212.649994,216.720001,210.639999,215.149994,4065700,215.149994
3/15/2016,214.270004,218.970001,211.5,218.339996,3180500,218.339996
3/16/2016,218,222.580002,217.020004,221.929993,3516700,221.929993
3/17/2016,221.470001,228.5,220,226.380005,3782900,226.380005
3/18/2016,229.100006,234.479996,228.059998,232.740005,4711800,232.740005
3/21/2016,235.339996,239.880005,235,238.320007,5307800,238.320007
3/22/2016,237.210007,238.990005,232.559998,234.240005,4316000,234.240005
3/23/2016,232.369995,234.729996,222.029999,222.580002,4948800,222.580002
3/24/2016,215.779999,228.889999,215,227.75,4960900,227.75
3/28/2016,231.610001,234.809998,225,230.259995,3925700,230.259995
3/29/2016,229.889999,232.380005,225.330002,230.130005,4014300,230.130005
3/30/2016,235.089996,235.5,226.5,226.889999,4033000,226.889999
3/31/2016,229.339996,237.419998,225.009995,229.770004,8012900,229.770004
4/1/2016,244.830002,247.899994,233.25,237.589996,15997500,237.589996
4/4/2016,249.119995,252.119995,243.639999,246.990005,13475300,246.990005
4/5/2016,240.5,256.559998,240,255.470001,9948700,255.470001
4/6/2016,253.970001,267.73999,253.449997,265.420013,11705500,265.420013
4/7/2016,266.450012,269.339996,254.509995,257.200012,8856200,257.200012
4/8/2016,260.5,260.820007,248.020004,250.070007,7363900,250.070007
4/11/2016,251,258.98999,245.300003,249.919998,9161700,249.919998
4/12/2016,249.5,251.800003,243.630005,247.820007,5763200,247.820007
4/13/2016,248.509995,255.5,247.330002,254.529999,4925600,254.529999
4/14/2016,253,256.839996,251.050003,251.860001,4132200,251.860001
4/15/2016,251.309998,254.600006,249.119995,254.509995,3752400,254.509995
4/18/2016,252.229996,258.309998,251.660004,253.880005,4261800,253.880005
4/19/2016,253.119995,254.369995,241.25,247.369995,6357500,247.369995
4/20/2016,246.259995,253.660004,241.5,249.970001,5194100,249.970001
4/21/2016,248.990005,250.899994,246.910004,248.289993,2783100,248.289993
4/22/2016,248.889999,254,245.710007,253.75,3786300,253.75
4/25/2016,253.009995,257.380005,250.759995,251.820007,3670300,251.820007
4/26/2016,252.050003,255.729996,249.389999,253.740005,3223800,253.740005
4/27/2016,252.75,255,249.399994,251.470001,3205800,251.470001
4/28/2016,249.850006,253.429993,247.440002,247.710007,2519000,247.710007
4/29/2016,248.139999,248.429993,237.809998,240.759995,5413800,240.759995
5/2/2016,241.5,243.190002,234.820007,241.800003,3843900,241.800003
5/3/2016,237.360001,238.910004,231.619995,232.320007,4302200,232.320007
5/4/2016,230.289993,234.460007,220.399994,222.559998,8700500,222.559998
5/5/2016,228.460007,228.639999,209.789993,211.529999,11254800,211.529999
5/6/2016,210.869995,216.369995,208.110001,214.929993,5681100,214.929993
5/9/2016,215.720001,216.149994,206.800003,208.919998,4776400,208.919998
5/10/2016,207.550003,209.470001,205,208.690002,4070600,208.690002
5/11/2016,207.589996,215.479996,206.050003,208.960007,5161900,208.960007
5/12/2016,211.440002,211.669998,203.660004,207.279999,3650500,207.279999
5/13/2016,207.779999,211.199997,206.699997,207.610001,2822800,207.610001
5/16/2016,208.149994,213.149994,207.919998,208.289993,2949400,208.289993
5/17/2016,209.050003,209.820007,204.020004,204.660004,2843600,204.660004
5/18/2016,209.149994,215.309998,207.75,211.169998,5617500,211.169998
5/19/2016,213.619995,216.789993,207.300003,215.210007,6866300,215.210007
5/20/2016,216.990005,220.550003,216.350006,220.279999,9007100,220.279999
5/23/2016,219.869995,222.600006,215.860001,216.220001,5102500,216.220001
5/24/2016,216.600006,218.740005,215.179993,217.910004,3013800,217.910004
5/25/2016,217.910004,221.360001,216.509995,219.580002,3126800,219.580002
5/26/2016,220.5,225.259995,219.050003,225.119995,4072400,225.119995
5/27/2016,224.990005,225.929993,220.75,223.039993,3642700,223.039993
5/31/2016,223.039993,224.75,221.5,223.229996,2789000,223.229996
6/1/2016,221.479996,222.399994,216.889999,219.559998,2982700,219.559998
6/2/2016,219.589996,219.910004,217.110001,218.960007,2032800,218.960007
6/3/2016,220,221.940002,218.009995,218.990005,2229000,218.990005
6/6/2016,218,220.899994,215.449997,220.679993,2249500,220.679993
6/7/2016,222.240005,234.440002,221.520004,232.339996,6213600,232.339996
6/8/2016,233.800003,240.850006,232.610001,235.520004,5972000,235.520004
6/9/2016,234.979996,235.330002,227.059998,229.360001,4492100,229.360001
6/10/2016,227.389999,227.970001,218.419998,218.789993,6026600,218.789993
6/13/2016,219.5,225.770004,217.660004,217.869995,4193000,217.869995
6/14/2016,218.880005,222.199997,212.529999,214.960007,3580200,214.960007
6/15/2016,216.949997,221.899994,215.130005,217.699997,2908500,217.699997
6/16/2016,217.419998,218.039993,213.5,217.929993,2440300,217.929993
6/17/2016,217.809998,219.990005,214.5,215.470001,3112600,215.470001
6/20/2016,219.5,223.75,218.229996,219.699997,3555500,219.699997
6/21/2016,220.679993,222.570007,218.809998,219.610001,4529000,219.610001
6/22/2016,199.470001,205.949997,195.75,196.660004,23742400,196.660004
6/23/2016,195.690002,197.550003,192.130005,196.399994,10130700,196.399994
6/24/2016,190.050003,195.119995,189.729996,193.149994,7026500,193.149994
6/27/2016,190.860001,198.809998,187.869995,198.550003,7205400,198.550003
6/28/2016,201.889999,204.050003,199.410004,201.789993,6212400,201.789993
6/29/2016,205.130005,211.779999,203,210.190002,5994900,210.190002
6/30/2016,212.970001,213.5,209.020004,212.279999,4843100,212.279999
